2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
17694056,농협홍삼 한삼인 홍삼본연 플러스 50ml 24포,1개,112840,1몰,940원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.2%(고형분 60%, 홍삼성분 70mg/g)/배합비율: 홍삼근 50%, 홍미삼 50%"
17692205,광동생활건강 광동 산삼배양근 보원환 3.75g 30환,1개,83190,1몰,"7,395원/10g","산삼/형태: 환/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회, 1회 1환"
29258690,종근당건강 침향 30환 고급 쇼핑백 증정 가정의 달,,35070,1몰,,형태: 환/홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
17685719,농협홍삼 한삼인 발효 홍삼파워 골드 50ml 60포,1개,144990,10몰,483원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액0.17% (고형분 65%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
17685611,농협홍삼 한삼인 발효 홍삼파워 골드 50ml 20포,1개,99000,7몰,990원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액0.17% (고형분 65%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
17685551,농협홍삼 한삼인 발효 홍삼파워 골드 50ml 30포,1개,69000,26몰,460원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액0.17% (고형분 65%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
17685458,농협홍삼 한삼인 백세홍삼 플러스 70ml 60포,1개,110000,4몰,262원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2~3회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액0.37% (고형분 65%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
17682206,경희한방바이오 경희대학교 홍삼정 골드 240g 2개입 세트,1개,66500,1몰,"1,385원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 5g/특징: 선물세트/
[진세노사이드 일일섭취량] 3.15mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 10.5%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28956170,친환경팔도 금산 황금농장 수삼 선물세트 특대 1.5kg,1개,116190,14몰,"7,746원/100g",수삼/특징: 선물세트/국산
28956095,친환경팔도 금산 황금농장 수삼 선물세트 특대 750g,1개,62290,13몰,"8,305원/100g",수삼/특징: 선물세트/국산
28956086,친환경팔도 금산 황금농장 5년근 수삼 선물세트 400g,1개,32680,7몰,"8,170원/100g",수삼/특징: 선물세트/국산
28956017,친환경팔도 금산 황금농장 수삼 선물세트 왕대 1.5kg,1개,127680,11몰,"8,512원/100g",수삼/특징: 선물세트/국산
28955738,친환경팔도 금산 황금농장 수삼 선물세트 중 750g,1개,48600,12몰,"6,480원/100g",수삼/특징: 선물세트/국산
17676032,농협홍삼 한삼인 홍삼캔디 진 200g,1개,2430,5몰,122원/10g,"홍삼/형태: 캔디,츄어블/섭취대상: 성인남녀/
[원재료/함량] 홍삼농축액 0.1%(고형분 60%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
28954850,울몸애 금산 수삼 선물세트 중 700g,1개,70310,7몰,"10,044원/100g",특징: 선물세트/국산
28954841,울몸애 금산 수삼 선물세트 대 700g,1개,84980,3몰,"12,140원/100g",특징: 선물세트/국산
17666957,CJ웰케어 한뿌리 홍삼대보 100ml 10병,1,14720,53몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/
[원재료/함량] 원재료: 6년근/흑삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
17666960,CJ웰케어 한뿌리 홍삼대보 100ml 10병,2개,31990,38몰,160원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/
[원재료/함량] 원재료: 6년근/흑삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
17666963,CJ웰케어 한뿌리 홍삼대보 100ml 10병,3개,109800,1몰,366원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/
[원재료/함량] 원재료: 6년근/흑삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
18882488,CJ웰케어 한뿌리 홍삼대보 100ml 10병,2,63100,64몰,4개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1회 1병/
[원재료/함량] 원재료: 6년근/흑삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
29280734,한국인삼공사 정관장 홍삼정 타브렛500ml x 120정 +쇼핑백,,97210,2몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
28957238,울몸애 금산 수삼 선물세트 소 1kg,1개,74040,7몰,"7,404원/100g",수삼/특징: 선물세트/국산
28957202,울몸애 금산 수삼 선물세트 소 700g,1개,59150,8몰,"8,450원/100g",수삼/특징: 선물세트/국산
28955771,울몸애 금산 세척인삼 난발파삼 600g,10개,32900,1몰,548원/100g,수삼/국산
28954316,금산인삼 5년근 수삼 선물세트 400g,1개,33500,6몰,"8,375원/100g",특징: 선물세트/국산
29256785,우체국쇼핑 서민갑부 도라지청500g 무주산지직송,,36580,2몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
17649233,농협홍삼 한삼인 산삼배양근 골드 100ml 10병,1,18900,18몰,1개,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/
[원재료/함량] 홍삼농축액 0.2%(고형분 60%, 홍삼성분 70mg/g)/산삼배양근추출액 3%/배합비율: 홍삼근 50%, 홍미삼 50%"
19912835,농협홍삼 한삼인 산삼배양근 골드 100ml 10병,2,44200,7몰,3개,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1병/
[원재료/함량] 홍삼농축액 0.2%(고형분 60%, 홍삼성분 70mg/g)/산삼배양근추출액 3%/배합비율: 홍삼근 50%, 홍미삼 50%"
17647520,한국인삼공사 정관장 아이패스 에이치H 50ml 10포 (케이스 미포함),2,69190,4몰,1개,"홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 12.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17647535,한국인삼공사 정관장 아이패스 에이치H 50ml 10포 (케이스 미포함),2개,144000,1몰,"1,440원/10ml","홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 12.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17647541,한국인삼공사 정관장 아이패스 에이치H 50ml 10포 (케이스 미포함),1,132400,24몰,3개,"홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 12.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17647568,한국인삼공사 정관장 아이패스 에이치H 50ml 10포 (케이스 미포함),6개,329280,4몰,"1,098원/10ml","홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회, 1회 1포/
[진세노사이드 일일섭취량] 12.3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29230895,올스탠다드 6년근 홍삼정 프리미엄 10g 60포,1개,29800,1몰,497원/1포,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 2개월분/특징: 스틱형/진세노사이드(1g당): 12mg/
[원재료/함량] 원재료: 6년근/70%/30%/국산/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17638454,일동후디스 명품 진녹고 프리미엄 10ml 30포,1개,29860,2몰,995원/10ml,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70%, 홍미삼 30%"
35786504,종근당건강 황제 침향환 녹용 60환 선물세트 1세트,,62900,1몰,,형태: 환/특징: 선물세트
17621600,대한홍삼진흥공사 명기삼 고려천년수 홍삼스틱 10g 30포,1개,27070,7몰,902원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 20%(고형분 60%)/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17621351,명품정 고려홍삼스틱 10g 30포,1개,30500,8몰,"1,017원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 20%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
17619350,한국인삼공사 정관장 홍삼보력 50ml 20포,1,41000,9몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17619365,한국인삼공사 정관장 홍삼보력 50ml 20포,2개,153420,1몰,767원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17619386,한국인삼공사 정관장 홍삼보력 50ml 20포,2,198440,2몰,3개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.8%(고형분 60%, 홍삼성분 70mg/g 이상)"
17611883,네이처가든 정원삼 바른 유기농 어린이 홍삼 40ml 30포,1개,35000,1몰,292원/10ml,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 홍삼농축액(고형분 60%)"
29272313,더존건강 고려 6년근 홍삼정 골드 240g x 4병,,98990,2몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼정/농축액
19952969,한국인삼공사 정관장 아이패스 엠M 50ml 30포 (겉케이스 미포함),1개,112870,35몰,753원/10ml,"홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회/
[진세노사이드 일일섭취량] 8.8mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
19952951,한국인삼공사 정관장 아이패스 엠M 50ml 10포 (케이스 미포함),1개,89520,2몰,"1,790원/10ml","홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회/
[진세노사이드 일일섭취량] 8.8mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17600390,대한홍삼진흥공사 6년근 고려 홍삼녹용 골드 250g 4개입,1개,32840,6몰,328원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 5g/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2%(고형분 60%, 홍삼성분 70mg/g)/녹용추출액 1%(고형분 0.1%)"
4525500,한국인삼공사 정관장 아이패스 엠M 50ml 10포,1개,94000,1몰,"1,880원/10ml","홍삼/형태: 농축액/섭취대상: 청소년/섭취횟수, 양: 1일 1회/
[진세노사이드 일일섭취량] 8.8mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28958318,한국인삼유통공사 고려 세척 인삼 9호 국산 금산 600g 생인삼 삼계탕 백숙 튀김 복날 요리,,60610,1몰,,농산물/채소/인삼/산삼
17594207,한국고려홍삼 한국고려홍삼 홍삼정 에이스 15g 60포,1개,46900,2몰,521원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 12%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선/표시기준량: 15g/열량: 39kcal/진세노사이드(Rg1+Rb1+Rg3): 16mg"
17593904,네이처가든 정원삼 6년근 고려홍삼정 나눔스틱 10g 200포,1,48770,1몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근"
17593994,네이처가든 정원삼 6년근 고려홍삼정 나눔스틱 10g 200포,2,260823,5몰,5개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근"
17593790,네이처가든 정원삼 6년근 고려홍삼정 365스틱 10g 50포,1,42900,27몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17593802,네이처가든 정원삼 6년근 고려홍삼정 365스틱 10g 50포,2,105740,8몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
17593823,네이처가든 정원삼 6년근 고려홍삼정 365스틱 10g 50포,10개,399000,1몰,798원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29270591,한국인삼공사 정관장 홍삼톤골드_맛있는 홍삼_겉케이스없는 상품,,151640,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/홍삼액
29288666,한국인삼공사 정관장 홍삼정타브렛_6년근홍삼농축액분말/간편섭취,,143180,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
17540228,대동고려삼 홍삼엔석류 30포,1개,29000,3몰,967원/1포,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 1%(고형분 60%)"
29287550,일양약품 6년근데일리홍삼정 스틱 진액 엑기스 30P 2박스 총 60포,,79200,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29263679,고려홍삼진흥원 고려홍삼절편 타워형 + 쇼핑백 20g 20개,"1,048원/10g",41900,1몰,,형태: 절편
29251706,고려홍삼진흥원 홍삼절편 선물세트 15개입 + 쇼핑백 300g 1개,"1,330원/10g",39900,1몰,,형태: 절편/특징: 선물세트
29230937,홈플러스 매일먹는 진짜 홍삼 10ml 30포,1개,39900,1몰,"1,330원/1포",홍삼
28956371,금산부부인삼 6-4년산 원수삼 12-14뿌리 750g,1개,40030,2몰,"5,337원/100g",수삼
29435456,고려인삼 분말 300g /건강분말/백삼/말린삼/절삼/금산인삼백절삼/건삼,,57720,1몰,,홍삼/건강식품/홍삼/녹용/흑염소
60204284,"순수식품 6년근 국산 홍삼추출액, 80ml, 30포, 1개",,28110,1몰,,홍삼/형태: 농축액
31405358,한국인삼공사 정관장 아이키커 3종 세트,,25380,4몰,,홍삼/형태: 추출액/특징: 선물세트
29432129,청솔 건강한 삼계탕재료 110g,3개,15170,5몰,"4,597원/100g",홍삼/건강식품/홍삼/녹용/흑염소
62294318,천지양 6년근 고려홍삼진액 30포 2박스,,36950,13몰,,섭취대상: 성인남녀/원재료: 6년근/6년근/섭취대상:성인남녀
28955387,자연허브 세척 난발삼 4~5년근 소 600g,1개,24800,2몰,"4,133원/100g",수삼
61545743,성진바이오 침향명가 명품 수 침향환 3.75g 80환,2개,141000,2몰,"8,813원/10환","형태: 환/섭취횟수, 양: 1일 1회, 1환/섭취기간: 80일분/HACCP"
28956395,자연허브 세척 난발삼 4~5년근 소 300g,1개,11800,2몰,"3,933원/100g",인삼
17431667,한국인삼공사 정관장 홍삼정 에브리타임 10ml 100포,1,269000,87몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 11.6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 30%(고형분 64%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29277197,한국인삼공사 정관장 홍삼정 에브리타임 10ml 100포,2,589240,22몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 11.6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 30%(고형분 64%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
